vessel_id,event_timestamp,arrival_hour,cargo_volume,berth_wait_minutes,port_congestion,weather,previous_delay_hours,crane_available,delayed
V00322,2024-01-27 20:00:00,20,1427.1,27.8,Medium,Cloudy,0.68,1,1
V00323,2024-01-27 22:00:00,22,1237.9,25.1,High,Clear,0.34,1,0
V00324,2024-01-28 00:00:00,0,1719.3,56.8,Low,Clear,2.37,0,1
V00325,2024-01-28 02:00:00,2,1228.8,66.1,High,Rain,1.01,0,1
V00326,2024-01-28 04:00:00,4,192.6,72.6,Medium,Clear,1.26,1,1
V00327,2024-01-28 06:00:00,6,869.9,59.7,Medium,Clear,0.68,1,0
V00328,2024-01-28 08:00:00,8,372.6,65.2,Medium,Clear,5.22,1,1
V00329,2024-01-28 10:00:00,10,666.8,23.6,Low,Clear,1.09,1,0
V00330,2024-01-28 12:00:00,12,1580.1,30.9,Medium,Rain,2.47,1,1
V00331,2024-01-28 14:00:00,14,1186.9,52.2,Medium,Rain,0.75,0,1
V00332,2024-01-28 16:00:00,16,585.5,58.0,Low,Clear,1.57,1,0
V00333,2024-01-28 18:00:00,18,443.8,78.7,High,Clear,0.85,1,0
V00334,2024-01-28 20:00:00,20,914.8,32.5,Medium,Rain,2.16,1,0
V00335,2024-01-28 22:00:00,22,352.5,5.0,Low,Clear,0.61,1,0
V00336,2024-01-29 00:00:00,0,598.0,55.1,Medium,Clear,0.3,1,0
V00337,2024-01-29 02:00:00,2,1040.4,21.1,Low,Clear,1.25,1,0
V00338,2024-01-29 04:00:00,4,1419.9,33.2,Low,Cloudy,2.28,1,1
V00339,2024-01-29 06:00:00,6,1173.9,44.0,Medium,Storm,0.87,1,1
V00340,2024-01-29 08:00:00,8,100.0,23.9,Low,Cloudy,0.59,1,0
V00341,2024-01-29 10:00:00,10,1037.0,42.3,Low,Clear,0.24,0,1
V00342,2024-01-29 12:00:00,12,932.4,63.9,Medium,Cloudy,2.31,1,1
V00343,2024-01-29 14:00:00,14,1086.3,84.1,Low,Clear,0.4,1,0
V00344,2024-01-29 16:00:00,16,1627.3,98.9,High,Rain,0.67,0,1
V00345,2024-01-29 18:00:00,18,100.0,119.8,High,Clear,0.66,1,0
V00346,2024-01-29 20:00:00,20,634.0,14.5,Low,Clear,0.94,1,0
V00347,2024-01-29 22:00:00,22,1165.9,10.0,Medium,Clear,1.56,0,0
V00348,2024-01-30 00:00:00,0,188.3,34.6,Low,Clear,4.15,1,0
V00349,2024-01-30 02:00:00,2,1564.2,71.5,Medium,Clear,1.3,0,1
V00350,2024-01-30 04:00:00,4,1065.8,52.5,Low,Cloudy,0.24,1,0
V00351,2024-01-30 06:00:00,6,1281.0,110.3,High,Rain,0.9,1,1
V00352,2024-01-30 08:00:00,8,643.1,0.0,Low,Rain,1.32,1,0
V00353,2024-01-30 10:00:00,10,1266.2,81.3,Medium,Clear,2.6,1,1
V00354,2024-01-30 12:00:00,12,1380.8,43.4,Low,Clear,2.38,1,1
V00355,2024-01-30 14:00:00,14,1004.8,0.0,Low,Clear,0.87,1,0
V00356,2024-01-30 16:00:00,16,1005.5,68.1,Medium,Clear,1.06,1,0
V00357,2024-01-30 18:00:00,18,1021.7,54.2,Medium,Clear,1.2,1,1
V00358,2024-01-30 20:00:00,20,511.5,89.5,High,Rain,1.06,0,1
V00359,2024-01-30 22:00:00,22,833.6,60.0,Low,Storm,0.9,1,0
V00360,2024-01-31 00:00:00,0,831.4,45.8,Low,Clear,3.23,1,1
V00361,2024-01-31 02:00:00,2,1072.5,13.2,Medium,Rain,0.49,1,1
V00362,2024-01-31 04:00:00,4,1349.9,46.4,Medium,Cloudy,2.06,1,0
V00363,2024-01-31 06:00:00,6,423.7,39.6,High,Clear,1.77,1,0
V00364,2024-01-31 08:00:00,8,843.7,96.2,High,Cloudy,0.87,1,0
V00365,2024-01-31 10:00:00,10,1566.7,114.9,High,Clear,0.46,1,1
V00366,2024-01-31 12:00:00,12,565.4,4.0,Low,Clear,1.0,1,0
V00367,2024-01-31 14:00:00,14,530.0,33.2,Medium,Storm,1.61,1,1
V00368,2024-01-31 16:00:00,16,991.0,27.9,Medium,Cloudy,0.01,1,0
V00369,2024-01-31 18:00:00,18,1280.0,23.7,Low,Clear,0.28,1,0
V00370,2024-01-31 20:00:00,20,905.1,60.3,Medium,Clear,1.27,1,0
V00371,2024-01-31 22:00:00,22,1498.0,23.9,Low,Storm,1.22,1,1
V00372,2024-02-01 00:00:00,0,1285.6,51.3,Low,Clear,0.31,1,1
V00373,2024-02-01 02:00:00,2,1278.8,106.6,High,Rain,0.42,1,1
V00374,2024-02-01 04:00:00,4,1149.4,62.5,Low,Rain,1.16,1,0
V00375,2024-02-01 06:00:00,6,1947.4,52.0,High,Clear,0.15,1,1
V00376,2024-02-01 08:00:00,8,807.7,69.6,Low,Cloudy,1.69,0,0
V00377,2024-02-01 10:00:00,10,100.0,71.7,Low,Cloudy,0.78,1,0
V00378,2024-02-01 12:00:00,12,1621.9,73.8,Low,Rain,0.94,1,1
V00379,2024-02-01 14:00:00,14,694.0,31.1,Low,Clear,1.02,0,0
V00380,2024-02-01 16:00:00,16,948.5,31.2,Medium,Clear,0.24,1,1
V00381,2024-02-01 18:00:00,18,1489.3,10.4,Low,Clear,1.02,1,0
V00382,2024-02-01 20:00:00,20,179.0,22.5,Medium,Cloudy,1.53,1,0
V00383,2024-02-01 22:00:00,22,336.8,80.3,High,Rain,0.47,0,0
V00384,2024-02-02 00:00:00,0,179.4,71.2,Medium,Rain,0.42,1,0
V00385,2024-02-02 02:00:00,2,542.6,67.7,Low,Cloudy,3.96,1,0
V00386,2024-02-02 04:00:00,4,1097.8,37.9,Medium,Clear,0.37,1,0
V00387,2024-02-02 06:00:00,6,1135.9,79.0,High,Clear,0.64,1,1
V00388,2024-02-02 08:00:00,8,1024.3,47.4,Medium,Rain,2.81,1,1
V00389,2024-02-02 10:00:00,10,264.3,19.1,Low,Clear,0.14,1,0
V00390,2024-02-02 12:00:00,12,100.0,68.4,Medium,Rain,0.84,1,0
V00391,2024-02-02 14:00:00,14,924.5,59.1,Medium,Clear,1.51,1,0
V00392,2024-02-02 16:00:00,16,687.7,38.5,Low,Clear,0.89,0,0
V00393,2024-02-02 18:00:00,18,1106.7,44.0,Low,Rain,0.11,1,0
V00394,2024-02-02 20:00:00,20,1215.9,95.4,High,Clear,0.27,1,1
V00395,2024-02-02 22:00:00,22,962.2,50.1,Low,Clear,0.08,1,0
V00396,2024-02-03 00:00:00,0,1242.1,14.0,Low,Cloudy,0.79,1,1
V00397,2024-02-03 02:00:00,2,1003.1,57.4,Low,Cloudy,1.32,1,0
V00398,2024-02-03 04:00:00,4,1138.5,56.4,Medium,Storm,0.47,1,1
V00399,2024-02-03 06:00:00,6,582.9,39.1,Medium,Rain,0.68,1,0
V00400,2024-02-03 08:00:00,8,819.2,40.9,Low,Cloudy,0.68,0,1
V00401,2024-02-03 10:00:00,10,988.5,58.6,Medium,Clear,2.46,1,0
V00402,2024-02-03 12:00:00,12,1269.2,77.0,Medium,Clear,1.15,1,0
V00403,2024-02-03 14:00:00,14,722.8,8.8,Low,Rain,1.02,0,0
V00404,2024-02-03 16:00:00,16,1134.5,113.1,High,Clear,2.16,1,1
V00405,2024-02-03 18:00:00,18,780.4,35.6,Low,Storm,0.19,1,0
V00406,2024-02-03 20:00:00,20,847.1,22.3,Low,Cloudy,1.13,0,0
V00407,2024-02-03 22:00:00,22,1273.3,66.6,High,Clear,0.55,1,1
V00408,2024-02-04 00:00:00,0,100.0,55.0,High,Clear,2.73,1,0
V00409,2024-02-04 02:00:00,2,316.6,0.0,Low,Cloudy,2.18,1,0
V00410,2024-02-04 04:00:00,4,233.0,96.9,High,Clear,0.55,0,0
V00411,2024-02-04 06:00:00,6,100.0,99.5,Medium,Clear,0.72,1,0
V00412,2024-02-04 08:00:00,8,594.8,0.0,Low,Cloudy,0.35,1,0
V00413,2024-02-04 10:00:00,10,1237.2,56.2,High,Clear,1.91,1,1
V00414,2024-02-04 12:00:00,12,771.8,98.8,High,Clear,1.59,0,1
V00415,2024-02-04 14:00:00,14,989.0,33.9,Low,Cloudy,0.76,1,0
V00416,2024-02-04 16:00:00,16,1390.1,70.9,Medium,Rain,0.76,1,1
V00417,2024-02-04 18:00:00,18,1497.5,47.5,Medium,Clear,0.6,1,0
V00418,2024-02-04 20:00:00,20,868.9,20.5,Low,Storm,2.6,1,0
V00419,2024-02-04 22:00:00,22,1509.1,74.4,High,Rain,0.83,1,1
V00420,2024-02-05 00:00:00,0,941.5,0.0,Medium,Clear,0.62,1,0
V00421,2024-02-05 02:00:00,2,523.2,21.4,Medium,Clear,1.76,1,0
V00422,2024-02-05 04:00:00,4,632.5,73.7,Medium,Rain,0.71,1,0
V00423,2024-02-05 06:00:00,6,233.8,79.8,Medium,Clear,1.96,1,0
V00424,2024-02-05 08:00:00,8,500.3,70.2,Low,Rain,3.07,1,0
V00425,2024-02-05 10:00:00,10,738.9,91.0,High,Cloudy,0.49,0,0
V00426,2024-02-05 12:00:00,12,1261.6,0.0,Medium,Clear,1.44,1,0
V00427,2024-02-05 14:00:00,14,1674.3,34.1,Medium,Cloudy,0.49,0,1
V00428,2024-02-05 16:00:00,16,278.0,83.1,Medium,Clear,4.21,1,0
V00429,2024-02-05 18:00:00,18,1076.8,75.6,Low,Rain,1.08,1,0
V00430,2024-02-05 20:00:00,20,431.8,69.1,Low,Clear,1.58,1,0
V00431,2024-02-05 22:00:00,22,1113.6,44.1,Medium,Rain,0.04,1,1
V00432,2024-02-06 00:00:00,0,841.0,2.3,Low,Clear,0.59,1,0
V00433,2024-02-06 02:00:00,2,100.0,49.0,Medium,Rain,0.19,1,0
V00434,2024-02-06 04:00:00,4,1317.7,80.4,High,Rain,1.07,1,1
V00435,2024-02-06 06:00:00,6,627.7,74.1,Low,Clear,3.17,1,0
V00436,2024-02-06 08:00:00,8,659.7,40.7,Low,Clear,1.85,0,0
V00437,2024-02-06 10:00:00,10,418.6,50.4,Medium,Rain,1.48,1,0
V00438,2024-02-06 12:00:00,12,605.6,36.8,Low,Rain,0.63,1,0
V00439,2024-02-06 14:00:00,14,1092.6,90.0,High,Clear,0.26,0,0
V00440,2024-02-06 16:00:00,16,814.8,65.7,Medium,Clear,0.89,1,0
V00441,2024-02-06 18:00:00,18,1047.9,16.9,Low,Rain,1.63,1,0
V00442,2024-02-06 20:00:00,20,1062.9,8.6,Low,Clear,0.35,1,1
V00443,2024-02-06 22:00:00,22,1494.3,114.3,High,Cloudy,1.84,1,1
V00444,2024-02-07 00:00:00,0,745.7,0.0,Low,Clear,1.13,1,0
V00445,2024-02-07 02:00:00,2,235.4,90.9,Medium,Clear,0.42,1,0
V00446,2024-02-07 04:00:00,4,1380.3,0.0,Low,Rain,0.13,1,0
V00447,2024-02-07 06:00:00,6,750.8,20.4,Low,Clear,0.18,0,0
V00448,2024-02-07 08:00:00,8,1401.6,104.3,High,Rain,0.86,1,1
V00449,2024-02-07 10:00:00,10,1072.5,35.0,Low,Cloudy,2.34,1,1
V00450,2024-02-07 12:00:00,12,841.0,2.1,Low,Clear,0.42,1,0
V00451,2024-02-07 14:00:00,14,1056.9,60.7,Medium,Clear,2.58,1,0
V00452,2024-02-07 16:00:00,16,1778.0,81.7,High,Clear,0.11,1,1
V00453,2024-02-07 18:00:00,18,1834.6,29.6,Low,Rain,0.99,1,1
V00454,2024-02-07 20:00:00,20,931.2,19.4,Low,Cloudy,0.91,1,0
V00455,2024-02-07 22:00:00,22,972.1,79.1,High,Rain,1.33,1,1
V00456,2024-02-08 00:00:00,0,1384.3,35.5,Medium,Clear,1.11,1,0
V00457,2024-02-08 02:00:00,2,519.5,140.9,High,Clear,0.62,1,0
V00458,2024-02-08 04:00:00,4,1049.9,74.0,High,Clear,0.63,1,1
V00459,2024-02-08 06:00:00,6,888.4,40.7,Medium,Rain,2.01,1,1
V00460,2024-02-08 08:00:00,8,1041.3,36.5,Medium,Clear,1.04,1,1
V00461,2024-02-08 10:00:00,10,525.0,79.4,Low,Clear,0.04,1,0
V00462,2024-02-08 12:00:00,12,184.7,9.0,Medium,Clear,0.68,1,0
V00463,2024-02-08 14:00:00,14,100.0,59.0,Medium,Clear,0.74,1,0
V00464,2024-02-08 16:00:00,16,397.2,74.0,High,Cloudy,0.74,1,0
V00465,2024-02-08 18:00:00,18,693.6,14.4,Medium,Cloudy,1.78,1,0
V00466,2024-02-08 20:00:00,20,768.1,14.5,Low,Storm,0.53,1,0
V00467,2024-02-08 22:00:00,22,1771.8,57.9,Medium,Clear,1.19,1,1
V00468,2024-02-09 00:00:00,0,1397.7,28.4,Medium,Cloudy,3.21,1,1
V00469,2024-02-09 02:00:00,2,467.1,56.5,Medium,Clear,2.35,1,0
V00470,2024-02-09 04:00:00,4,1056.5,123.2,High,Rain,0.48,1,1
V00471,2024-02-09 06:00:00,6,716.8,54.3,Medium,Cloudy,1.07,0,0
V00472,2024-02-09 08:00:00,8,772.0,0.0,Low,Clear,1.56,1,0
V00473,2024-02-09 10:00:00,10,983.4,28.8,Medium,Rain,0.23,0,0
V00474,2024-02-09 12:00:00,12,1178.6,42.9,Medium,Clear,0.94,1,1
V00475,2024-02-09 14:00:00,14,747.3,71.2,High,Clear,0.83,0,0
V00476,2024-02-09 16:00:00,16,1378.7,53.8,Medium,Clear,2.26,1,1
V00477,2024-02-09 18:00:00,18,386.1,57.8,Medium,Clear,1.2,1,0
V00478,2024-02-09 20:00:00,20,902.9,93.3,Medium,Rain,0.82,1,0
V00479,2024-02-09 22:00:00,22,2069.0,49.9,Medium,Cloudy,1.65,1,1
V00480,2024-02-10 00:00:00,0,1000.4,6.2,Low,Rain,2.55,1,0
V00481,2024-02-10 02:00:00,2,1544.9,108.8,High,Rain,0.02,0,1
V00482,2024-02-10 04:00:00,4,941.2,111.6,High,Rain,0.51,1,1
V00483,2024-02-10 06:00:00,6,1161.3,55.8,Medium,Clear,3.28,1,0
V00484,2024-02-10 08:00:00,8,874.4,43.8,Medium,Clear,4.52,0,1
V00485,2024-02-10 10:00:00,10,823.3,50.6,Low,Clear,0.42,1,0
V00486,2024-02-10 12:00:00,12,549.2,44.7,Medium,Rain,1.98,0,0
V00487,2024-02-10 14:00:00,14,1093.6,0.0,Medium,Rain,0.41,1,0
V00488,2024-02-10 16:00:00,16,516.8,64.1,Medium,Rain,0.29,1,0
V00489,2024-02-10 18:00:00,18,1199.5,57.3,Low,Clear,0.85,1,0
V00490,2024-02-10 20:00:00,20,1388.4,86.0,Medium,Clear,2.17,1,1
V00491,2024-02-10 22:00:00,22,1064.9,16.7,Low,Rain,0.76,1,0
V00492,2024-02-11 00:00:00,0,771.2,55.7,Medium,Clear,2.15,1,0
V00493,2024-02-11 02:00:00,2,1104.3,56.2,Medium,Cloudy,2.31,1,0
V00494,2024-02-11 04:00:00,4,761.1,37.1,Low,Clear,0.6,0,1
V00495,2024-02-11 06:00:00,6,1321.0,52.9,Medium,Clear,0.58,0,0
V00496,2024-02-11 08:00:00,8,100.0,80.9,High,Cloudy,0.78,1,0
V00497,2024-02-11 10:00:00,10,749.0,55.3,Medium,Storm,0.97,1,0
V00498,2024-02-11 12:00:00,12,100.0,53.5,Low,Rain,0.87,1,0
V00499,2024-02-11 14:00:00,14,227.2,80.5,Medium,Clear,1.06,1,0
V00500,2024-02-11 16:00:00,16,1513.7,16.1,Low,Clear,0.64,0,0
V00501,2024-02-11 18:00:00,18,1302.8,45.7,Medium,Rain,0.26,1,1
V00502,2024-02-11 20:00:00,20,576.2,39.4,Medium,Cloudy,3.87,1,0
V00503,2024-02-11 22:00:00,22,223.9,20.9,Low,Clear,0.51,1,0
V00504,2024-02-12 00:00:00,0,100.0,9.6,Medium,Cloudy,0.12,0,0
V00505,2024-02-12 02:00:00,2,655.4,50.6,Medium,Clear,1.76,0,0
V00506,2024-02-12 04:00:00,4,1989.2,92.0,High,Clear,0.33,0,1
V00507,2024-02-12 06:00:00,6,1095.7,31.1,Low,Rain,1.61,0,0
V00508,2024-02-12 08:00:00,8,648.2,34.8,Low,Cloudy,0.49,1,0
V00509,2024-02-12 10:00:00,10,1109.3,60.5,Medium,Clear,4.43,1,1
V00510,2024-02-12 12:00:00,12,197.6,70.3,Low,Clear,2.86,1,0
V00511,2024-02-12 14:00:00,14,766.2,39.5,Medium,Storm,0.81,0,0
V00512,2024-02-12 16:00:00,16,944.8,5.7,Low,Cloudy,1.49,1,0
V00513,2024-02-12 18:00:00,18,861.3,32.7,Low,Cloudy,1.24,1,0
V00514,2024-02-12 20:00:00,20,1255.9,97.1,Medium,Clear,0.47,1,1
V00515,2024-02-12 22:00:00,22,1055.1,6.0,Low,Storm,1.7,0,0
V00516,2024-02-13 00:00:00,0,1200.7,66.3,Medium,Rain,1.05,0,1
V00517,2024-02-13 02:00:00,2,590.2,63.9,Low,Clear,1.19,0,1
V00518,2024-02-13 04:00:00,4,1304.0,0.0,Medium,Clear,1.59,1,0
V00519,2024-02-13 06:00:00,6,1633.0,60.3,Medium,Cloudy,0.89,0,1
V00520,2024-02-13 08:00:00,8,463.4,95.1,High,Rain,0.41,1,1
V00521,2024-02-13 10:00:00,10,500.5,73.3,High,Rain,1.49,1,0
V00522,2024-02-13 12:00:00,12,1501.1,33.8,Medium,Storm,1.83,1,1
V00523,2024-02-13 14:00:00,14,813.9,35.2,Medium,Cloudy,1.84,1,0
V00524,2024-02-13 16:00:00,16,1531.7,26.8,Low,Clear,1.87,1,0
V00525,2024-02-13 18:00:00,18,700.9,42.4,Medium,Clear,1.33,1,0
V00526,2024-02-13 20:00:00,20,1554.8,22.7,Low,Rain,0.13,1,0
V00527,2024-02-13 22:00:00,22,959.2,41.4,Medium,Clear,4.58,0,0
V00528,2024-02-14 00:00:00,0,1016.2,64.8,Low,Clear,1.82,0,0
V00529,2024-02-14 02:00:00,2,1604.1,49.6,High,Cloudy,0.68,1,1
V00530,2024-02-14 04:00:00,4,737.2,6.3,Medium,Clear,2.04,1,0
V00531,2024-02-14 06:00:00,6,476.5,80.2,Medium,Rain,0.28,1,0
V00532,2024-02-14 08:00:00,8,698.1,45.2,Medium,Clear,1.62,1,1
V00533,2024-02-14 10:00:00,10,1103.6,25.3,Low,Clear,0.75,1,1
V00534,2024-02-14 12:00:00,12,195.4,32.2,Low,Clear,0.3,1,0
V00535,2024-02-14 14:00:00,14,1186.9,85.2,High,Cloudy,0.3,0,0
V00536,2024-02-14 16:00:00,16,657.6,66.9,High,Rain,1.42,0,0
V00537,2024-02-14 18:00:00,18,1416.5,47.6,Low,Clear,1.57,1,1
V00538,2024-02-14 20:00:00,20,100.0,25.9,Medium,Clear,0.38,1,0
V00539,2024-02-14 22:00:00,22,546.0,42.5,Medium,Clear,0.76,1,0
V00540,2024-02-15 00:00:00,0,141.1,0.0,Low,Cloudy,1.3,1,0
V00541,2024-02-15 02:00:00,2,528.2,79.3,Medium,Storm,0.59,1,0
V00542,2024-02-15 04:00:00,4,1011.4,30.6,Low,Rain,4.03,1,1
V00543,2024-02-15 06:00:00,6,819.3,51.8,Low,Clear,1.43,1,0
V00544,2024-02-15 08:00:00,8,786.0,61.9,Medium,Cloudy,0.89,1,0
V00545,2024-02-15 10:00:00,10,828.4,48.7,Low,Clear,2.29,1,0
V00546,2024-02-15 12:00:00,12,991.5,79.8,High,Clear,1.54,1,1
V00547,2024-02-15 14:00:00,14,446.2,59.7,Medium,Clear,1.31,1,0
V00548,2024-02-15 16:00:00,16,1218.1,56.0,High,Clear,1.46,1,1
V00549,2024-02-15 18:00:00,18,1198.2,20.7,Medium,Clear,1.85,1,0
V00550,2024-02-15 20:00:00,20,1073.3,77.5,High,Rain,0.53,0,0
V00551,2024-02-15 22:00:00,22,1150.4,33.0,Medium,Clear,0.09,1,0
V00552,2024-02-16 00:00:00,0,1033.4,85.6,Medium,Rain,2.44,1,0
V00553,2024-02-16 02:00:00,2,1815.8,59.4,Medium,Rain,1.05,1,1
V00554,2024-02-16 04:00:00,4,860.8,62.1,High,Cloudy,0.64,1,1
V00555,2024-02-16 06:00:00,6,761.8,28.2,Low,Clear,0.41,1,0
V00556,2024-02-16 08:00:00,8,560.9,53.3,Medium,Rain,0.35,1,0
V00557,2024-02-16 10:00:00,10,435.5,78.3,High,Clear,1.16,1,0
V00558,2024-02-16 12:00:00,12,340.0,56.8,Medium,Clear,0.97,1,0
V00559,2024-02-16 14:00:00,14,500.0,81.7,High,Clear,2.31,1,1
V00560,2024-02-16 16:00:00,16,868.2,15.2,Medium,Rain,1.6,1,0
V00561,2024-02-16 18:00:00,18,1050.4,0.0,Low,Rain,1.83,1,0
V00562,2024-02-16 20:00:00,20,923.0,40.7,Medium,Rain,2.22,1,0
V00563,2024-02-16 22:00:00,22,555.5,64.0,Medium,Cloudy,1.21,1,0
V00564,2024-02-17 00:00:00,0,1305.1,25.9,Low,Clear,3.16,1,0
V00565,2024-02-17 02:00:00,2,1232.7,65.9,Low,Rain,0.5,1,1
V00566,2024-02-17 04:00:00,4,828.2,33.8,Low,Rain,2.18,1,0
V00567,2024-02-17 06:00:00,6,606.2,113.9,High,Clear,0.09,1,1
V00568,2024-02-17 08:00:00,8,1146.8,108.8,High,Storm,0.09,0,1
V00569,2024-02-17 10:00:00,10,984.6,76.3,Medium,Rain,0.27,0,1
V00570,2024-02-17 12:00:00,12,248.3,4.9,Low,Clear,0.9,0,0
V00571,2024-02-17 14:00:00,14,869.4,50.4,Medium,Clear,0.07,1,0
V00572,2024-02-17 16:00:00,16,1017.9,110.6,High,Clear,0.87,0,1
V00573,2024-02-17 18:00:00,18,495.1,56.8,Medium,Rain,0.68,0,0
V00574,2024-02-17 20:00:00,20,985.4,48.9,Low,Clear,4.29,1,1
V00575,2024-02-17 22:00:00,22,245.3,0.3,Low,Clear,0.19,1,0
V00576,2024-02-18 00:00:00,0,1501.3,128.0,High,Cloudy,1.11,1,1
V00577,2024-02-18 02:00:00,2,1461.6,60.2,High,Rain,1.57,1,1
V00578,2024-02-18 04:00:00,4,786.4,0.0,Low,Rain,3.0,1,0
V00579,2024-02-18 06:00:00,6,1063.6,71.2,High,Rain,1.8,1,1
V00580,2024-02-18 08:00:00,8,100.0,0.0,Low,Clear,2.46,1,0
V00581,2024-02-18 10:00:00,10,379.6,7.9,Low,Clear,1.25,1,0
V00582,2024-02-18 12:00:00,12,767.8,144.0,High,Cloudy,0.45,1,0
V00583,2024-02-18 14:00:00,14,417.5,40.5,Medium,Clear,0.17,1,0
V00584,2024-02-18 16:00:00,16,1221.5,14.3,Medium,Cloudy,1.93,1,0
V00585,2024-02-18 18:00:00,18,1798.8,80.6,High,Storm,0.64,1,1
V00586,2024-02-18 20:00:00,20,370.5,57.6,High,Cloudy,0.05,1,0
V00587,2024-02-18 22:00:00,22,523.1,56.6,Low,Cloudy,0.71,1,0
V00588,2024-02-19 00:00:00,0,1006.0,27.8,Medium,Cloudy,0.96,1,0
V00589,2024-02-19 02:00:00,2,1625.0,86.8,High,Rain,2.75,1,1
V00590,2024-02-19 04:00:00,4,349.9,21.3,Medium,Clear,0.77,1,0
V00591,2024-02-19 06:00:00,6,1012.1,145.0,High,Clear,0.97,0,1
V00592,2024-02-19 08:00:00,8,1719.6,62.6,Medium,Clear,0.98,0,1
V00593,2024-02-19 10:00:00,10,156.7,31.4,Low,Cloudy,2.14,1,0
V00594,2024-02-19 12:00:00,12,323.5,27.7,Low,Clear,0.46,1,0
V00595,2024-02-19 14:00:00,14,709.4,66.2,High,Clear,1.4,1,0
V00596,2024-02-19 16:00:00,16,665.7,61.0,High,Rain,0.59,1,0
V00597,2024-02-19 18:00:00,18,1265.7,15.3,Low,Clear,2.7,1,0
V00598,2024-02-19 20:00:00,20,1008.7,77.0,Low,Cloudy,3.19,1,1
V00599,2024-02-19 22:00:00,22,101.3,66.2,High,Clear,1.12,1,0
V00600,2024-02-20 00:00:00,0,1131.9,0.0,Low,Clear,1.31,1,0
V00601,2024-02-20 02:00:00,2,640.1,5.9,Low,Clear,0.79,1,0
V00602,2024-02-20 04:00:00,4,1473.5,103.2,High,Clear,0.09,1,1
V00603,2024-02-20 06:00:00,6,617.6,73.7,High,Storm,0.99,1,1
V00604,2024-02-20 08:00:00,8,613.5,76.6,High,Storm,0.91,1,1
V00605,2024-02-20 10:00:00,10,1143.5,79.2,Medium,Cloudy,0.69,1,0
V00606,2024-02-20 12:00:00,12,1243.3,15.6,Low,Cloudy,0.77,0,1
V00607,2024-02-20 14:00:00,14,1101.6,95.8,High,Rain,1.41,1,0
V00608,2024-02-20 16:00:00,16,141.5,18.3,Low,Rain,1.32,1,0
V00609,2024-02-20 18:00:00,18,1142.1,49.4,Low,Clear,0.79,1,0
V00610,2024-02-20 20:00:00,20,434.6,70.2,High,Clear,2.89,1,0
V00611,2024-02-20 22:00:00,22,1005.9,44.0,Medium,Cloudy,0.07,1,1
V00612,2024-02-21 00:00:00,0,259.3,100.5,High,Storm,0.49,1,0
V00613,2024-02-21 02:00:00,2,1100.8,53.7,Low,Clear,1.93,1,0
V00614,2024-02-21 04:00:00,4,537.0,75.9,High,Clear,0.12,0,0
V00615,2024-02-21 06:00:00,6,322.8,38.2,Medium,Clear,0.07,1,0
V00616,2024-02-21 08:00:00,8,1221.2,90.0,Medium,Clear,0.48,1,1
V00617,2024-02-21 10:00:00,10,1008.7,94.7,High,Cloudy,0.92,1,1
V00618,2024-02-21 12:00:00,12,623.7,40.2,Medium,Clear,0.61,1,0
V00619,2024-02-21 14:00:00,14,1553.0,33.7,Medium,Rain,1.15,1,1
V00620,2024-02-21 16:00:00,16,701.7,75.6,Medium,Rain,0.08,1,0
V00621,2024-02-21 18:00:00,18,914.4,82.9,High,Clear,0.43,1,0
V00622,2024-02-21 20:00:00,20,1021.0,75.9,High,Rain,1.69,1,1
V00623,2024-02-21 22:00:00,22,621.2,52.9,Medium,Rain,1.4,1,0
V00624,2024-02-22 00:00:00,0,1112.0,43.4,Low,Clear,0.53,1,0
V00625,2024-02-22 02:00:00,2,659.9,33.6,Low,Clear,1.08,1,0
V00626,2024-02-22 04:00:00,4,714.8,110.1,High,Rain,0.9,1,0
V00627,2024-02-22 06:00:00,6,1513.2,111.5,High,Clear,0.93,0,1
V00628,2024-02-22 08:00:00,8,431.7,93.3,High,Clear,1.24,1,0
V00629,2024-02-22 10:00:00,10,100.0,69.4,Low,Clear,3.34,1,0
V00630,2024-02-22 12:00:00,12,1624.9,50.2,Medium,Clear,3.39,1,0
V00631,2024-02-22 14:00:00,14,2047.2,97.3,High,Cloudy,0.12,1,1
V00632,2024-02-22 16:00:00,16,717.6,105.1,High,Clear,0.75,0,1
V00633,2024-02-22 18:00:00,18,100.0,60.5,Low,Cloudy,0.26,1,0
V00634,2024-02-22 20:00:00,20,760.3,72.9,Medium,Clear,1.33,1,0
V00635,2024-02-22 22:00:00,22,771.2,50.8,Low,Rain,0.79,1,0
V00636,2024-02-23 00:00:00,0,814.5,98.9,Medium,Clear,2.21,1,0
V00637,2024-02-23 02:00:00,2,399.0,21.5,Low,Rain,0.96,1,0
V00638,2024-02-23 04:00:00,4,1160.8,31.1,Low,Rain,2.99,1,0
V00639,2024-02-23 06:00:00,6,1136.0,29.6,Low,Clear,3.49,1,0
V00640,2024-02-23 08:00:00,8,227.5,70.8,High,Cloudy,2.9,1,0
V00641,2024-02-23 10:00:00,10,1214.6,0.3,Medium,Clear,0.04,1,0
V00642,2024-02-23 12:00:00,12,1823.7,114.4,High,Rain,1.22,1,1
V00643,2024-02-23 14:00:00,14,977.4,24.3,Medium,Cloudy,0.69,0,1
V00644,2024-02-23 16:00:00,16,748.2,54.2,Medium,Clear,0.79,1,0
V00645,2024-02-23 18:00:00,18,836.1,14.5,Medium,Clear,1.93,1,0
